nm;Fake 151, (M, id=3072);Fake 151, (M, id=3073);Fake 152, (M, id=3074);Fake 152, (M, id=3075);Fake 153, (M, id=3076);Fake 153, (M, id=3077);Fake 154, (M, id=3078);Fake 154, (M, id=3079);Fake 155, (M, id=3080);Fake 155, (M, id=3081);Fake 156, (M, id=3082);Fake 156, (M, id=3083);Fake 157, (M, id=3084);Fake 157, (M, id=3085);Fake 158, (M, id=3086);Fake 158, (M, id=3087);Fake 143, (M, id=3056);Fake 143, (M, id=3057);Fake 144, (M, id=3058);Fake 144, (M, id=3059);Fake 145, (M, id=3060);Fake 145, (M, id=3061);Fake 146, (M, id=3062);Fake 146, (M, id=3063);Fake 147, (M, id=3064);Fake 147, (M, id=3065);Fake 148, (M, id=3066);Fake 148, (M, id=3067);Fake 149, (M, id=3068);Fake 149, (M, id=3069);Fake 150, (M, id=3070);Fake 150, (M, id=3071)
681;7.15247693629;5.89924820998;8.08758344228;4.81839499348;5.25354494415;18.3570656244;21.8602448317;17.5804312241;74.1927352526;72.7173971364;84.0954326761;63.2430553723;76.6808001682;77.3316357565;62.2483739594;56.0040598003;42.4265070732;38.0192864123;23.9630320006;26.3208979784;27.5765790587;27.3636174954;32.3280943442;26.4923992417;15.5122502324;21.4991556234;59.3507442177;46.5383357615;45.6410722192;41.844156735;30.1060611965;6.09793353779
682;7.12431971161;5.88822207946;7.97893080965;4.88508597366;5.24329208515;18.2990810237;21.866587663;17.5366256674;74.4405567654;72.8151529565;83.7728838005;63.319867934;76.2809885032;77.5431560565;61.8799781524;55.7770103983;42.1207181583;37.8385179627;23.8721818191;26.3295214288;27.5376432325;27.4382338623;32.4928323165;26.4260413851;15.7864879511;21.4134223763;59.380635928;46.5701743907;45.5257479851;41.5688024843;30.0580216853;6.13773878141
683;7.13008476073;5.92554068054;7.87447072708;4.96742250335;5.27325284817;18.2699508294;21.8977243325;17.4832460292;74.6941159274;72.7859367652;83.6252649385;63.3661307766;75.8689943623;77.9247805486;61.5372711659;55.4623587429;41.896586192;37.6567953266;23.8159076406;26.3029335557;27.5338258771;27.4739694764;32.5876784843;26.4427983813;16.1380368798;21.3482380225;59.5418208383;46.4995267604;45.3412400805;41.4078665114;29.9986453168;6.18039826356
684;7.17922794344;6.01221971391;7.79220778736;5.07176498954;5.36712637953;18.2683513031;21.9465723942;17.421696425;74.9258824321;72.6442874595;83.6358129035;63.3373973174;75.4946631225;78.414163295;61.2251031018;55.099268074;41.7787494164;37.4860206426;23.795975304;26.2300570847;27.556862161;27.4520931017;32.6309890855;26.4663182507;16.4859224254;21.3014438592;59.7888396685;46.2946057652;45.0659199949;41.3791807064;29.9440837617;6.22732679671
685;7.22415115149;6.129389604;7.73011429593;5.17496367794;5.47728980282;18.2975850009;21.9918925562;17.3446272168;75.122768626;72.4369447028;83.7793734956;63.2181061569;75.2221322567;78.9453561978;60.9506042316;54.7400221732;41.7604599181;37.3356005345;23.8080753804;26.1015259246;27.570156583;27.3468855782;32.6524285393;26.4246388941;16.7848444608;21.2684582209;60.0831381934;45.9913695507;44.7681881821;41.4966228904;29.9022439554;6.27905317529
686;7.26530701795;6.24146232292;7.67125482116;5.2423948964;5.57298801983;18.3404298057;22.0450667219;17.2594463043;75.2523504288;72.204587568;84.0321416211;63.0236604431;75.1097955464;79.4676113819;60.7705982044;54.4396843199;41.7983559859;37.1872062338;23.8310116441;25.9138075058;27.5455063961;27.1330120158;32.6149261366;26.2521368322;17.008687608;21.2590339041;60.3718147307;45.6150764656;44.4882351455;41.7349676769;29.8794609649;6.32916517615
687;7.28282838237;6.33191609229;7.6285662794;5.26350501014;5.64997167613;18.3902743428;22.0648553497;17.1673054951;75.2860801594;71.9877193068;84.34920375;62.7642145427;75.1589877225;79.8931730655;60.6952863902;54.248580682;41.8860241924;37.0617628192;23.8671569723;25.6932159984;27.4571906217;26.8289856392;32.5523855613;25.9623141106;17.1398238425;21.2248283659;60.6424935867;45.2107605508;44.2427633993;42.024731689;29.8803375426;6.37405566146
688;7.27788411447;6.38287701772;7.59752885631;5.23795343759;5.68144030041;18.4487158781;22.0645220094;17.08149116;75.230603988;71.8422243598;84.6804958095;62.4986326615;75.3583497606;80.1484292385;60.7562154174;54.1791504858;41.9904488697;36.9653688827;23.8879567563;25.4642180921;27.322462357;26.4457639723;32.390233337;25.5579689766;17.1955679453;21.1625169363;60.8817974304;44.8396005158;44.0706564952;42.2950899493;29.9038410772;6.41281706787
689;7.28063588644;6.38303168133;7.5857642753;5.17205429794;5.6570295187;18.5199104829;22.0380653263;17.0268630884;75.1032614711;71.7984907414;85.0018548319;62.3008890134;75.6704622402;80.2299771295;60.9593958947;54.1952664993;42.0646262445;36.9114081519;23.8898122662;25.2369515664;27.1451380201;26.007370614;32.2091638685;25.1187476274;17.1824602075;21.0941833868;61.1445162192;44.6068406405;43.9749341995;42.4855881562;29.9436408458;6.45026364371
690;7.29086682654;6.34277661407;7.59416123055;5.08008255111;5.58840007642;18.6157721619;21.9873577742;17.0052136727;74.9041442258;71.8632753379;85.2842400565;62.2375884627;76.0135511266;80.1635881774;61.2692527287;54.2726904022;42.104349016;36.871702331;23.8631825372;25.0284288387;26.9095565109;25.5331675018;32.0304420613;24.7309082292;17.1751783782;21.0580371356;61.4019634068;44.5312174822;43.9172094884;42.5738871279;30.0202038684;6.47511731958
691;7.33603407892;6.26625809981;7.61850126411;4.98495669421;5.46782515778;18.7223605895;21.9257702978;17.013691646;74.6376518673;72.0219934932;85.495329371;62.3532661702;76.3058443025;79.9850446392;61.6407809614;54.3956046535;42.1143603622;36.8503224171;23.8112652274;24.8426904531;26.6463358076;25.0806787423;31.883834012;24.4256326037;17.1893364155;21.0381936306;61.6830092226;44.6506251626;43.9085032076;42.548037913;30.0929096468;6.49598859684
692;7.38973465838;6.1651380154;7.66500267377;4.89049352147;5.33054467893;18.8467205663;21.8641007207;17.0294213495;74.3541744091;72.238399766;85.6261821609;62.657243662;76.4983675585;79.739263788;62.003037395;54.5283232384;42.081658253;36.8398099264;23.7402156615;24.6887955323;26.3625733667;24.6830295957;31.826127929;24.2640791853;17.2732952938;21.1006464645;62.0140546664;44.9793217203;43.9332602144;42.4440265602;30.1597133799;6.49556565688
693;7.45608077305;6.05896683722;7.72640648713;4.81992713474;5.20580757237;18.977765954;21.8120418933;17.0565480502;74.0840336487;72.4789125839;85.6587160333;63.0992203192;76.5437144468;79.4734386343;62.271762528;54.6189225943;41.9914286798;36.7989965986;23.6402654471;24.5656292414;26.0865435118;24.3610856127;31.8426711706;24.2302469827;17.3989420344;21.2153826677;62.3723536481;45.3993165218;43.9242817957;42.2869926365;30.2117542848;6.48942782635
694;7.51007104989;5.96659207582;7.80017951677;4.74977263709;5.09063602526;19.1067600861;21.7875974538;17.0806502208;73.8445557187;72.7210718763;85.5863842511;63.6055560347;76.4499236133;79.2100276272;62.3669690301;54.6341466703;41.8469640709;36.746114615;23.5106052042;24.4777130024;25.8338973232;24.1015021048;31.9304676537;24.2656191642;17.4954952771;21.3507583962;62.7587329299;45.8866502429;43.8800854739;42.1279316457;30.2357444191;6.45931740931
695;7.5410189696;5.88993105744;7.86862807796;4.6927764169;5.00576756376;19.2169842593;21.8021575584;17.0984555541;73.6752871786;72.9324630266;85.4228248407;64.1085685775;76.2599570826;78.9546601084;62.2525776262;54.5551945108;41.6725821673;36.6719694421;23.3520181557;24.4361118284;25.625401286;23.9115703567;32.0084811454;24.3507903412;17.5281788082;21.4614242619;63.1544967779;46.3892715057;43.7974783511;42.0107264941;30.2205787295;6.41589510255
696;7.54111633637;5.83242127308;7.92018134264;4.64673856473;4.949748096;19.2890887304;21.8469363348;17.107039753;73.628040479;73.1210396058;85.1900369414;64.5342181791;76.0231578936;78.71807086;61.9728494798;54.3707761816;41.4896892513;36.5748057593;23.1742407556;24.4347190808;25.4883578646;23.7922720679;32.0325853766;24.49585774;17.4874876401;21.4807437431;63.5718743531;46.8225740437;43.7002834384;41.9560908953;30.184735549;6.34431345996
697;7.4887358735;5.78553662006;7.94715078162;4.59519054801;4.92196668347;19.3171721379;21.9150051221;17.1103386022;73.7005498109;73.2967621182;84.9334243731;64.8290606061;75.7769725102;78.5118567546;61.6117683349;54.0719775613;41.3001589822;36.4450531184;22.9698679838;24.4634952101;25.4201779481;23.7361662396;31.9831543033;24.6809399615;17.3418067715;21.3362390817;64.0050286848;47.1539063404;43.5865647414;41.9681553518;30.1353989909;6.24752482888
698;7.41163145731;5.75202531402;7.9506609032;4.55658083221;4.9178492729;19.3044976943;21.9957262485;17.1192285781;73.8537335947;73.4740311388;84.7068701374;64.9940471044;75.5487041951;78.3584500704;61.2458818352;53.7023102429;41.1092381822;36.2763534499;22.74521992;24.4803079027;25.4054619502;23.7449283715;31.8816311428;24.8897584351;17.1123662798;21.0122359171;64.4119722136;47.388643217;43.4585722944;42.0441170795;30.0924442291;6.15589815405
699;7.31159379664;5.72039169227;7.9355488481;4.52618300688;4.9230060687;19.2440719549;22.0558527974;17.1265601665;74.0401923922;73.6543073455;84.5527452809;65.0468401591;75.3675462363;78.2898041302;60.9119752723;53.3171950411;40.9183228385;36.0841073287;22.5046577071;24.4669437647;25.424493248;23.8076518633;31.7954656748;25.1379225578;16.8882359913;20.5717973002;64.7795790474;47.5592076163;43.3290893122;42.1714311187;30.068123287;6.06180913173
700;7.19956095409;5.68603680904;7.90974716995;4.50630563602;4.92583222321;19.1441757129;22.0835333132;17.1290086359;74.2121807701;73.8271318183;84.4911285733;65.0086343413;75.2393774664;78.3407809135;60.6257083194;52.9592390299;40.742298413;35.8829489575;22.2875987475;24.4556930604;25.4372357521;23.9199081924;31.7842912182;25.4138789642;16.7491352004;20.0776426;65.0872922077;47.7152546487;43.2602089769;42.3018555339;30.0697208792;5.98511662744
701;7.08637948073;5.63864439696;7.87224626562;4.50894957988;4.91031012705;19.0130233157;22.0709289148;17.1295470958;74.3287694559;73.988959638;84.5053449343;64.9164816695;75.1710947505;78.5236858054;60.3669925679;52.6839330388;40.6005916029;35.6998614123;22.1196406885;24.4304755654;25.4197943249;24.0601635729;31.8982337692;25.7010960888;16.7319876938;19.6144241547;65.3125130425;47.9055460535;43.249786505;42.4199426405;30.0999820787;5.93599975909
702;6.99143029795;5.58959501793;7.83937278442;4.52425809727;4.89116447548;18.8729782524;22.0210219464;17.1364956839;74.3808433586;74.1168410919;84.5737518998;64.7997895994;75.1720047145;78.8022587434;60.0890109866;52.5342389439;40.4954750114;35.5399611641;22.0042570108;24.3860742596;25.3528761769;24.1914688283;32.1214538907;25.9474958044;16.8723767573;19.2633557388;65.4578441881;48.1445724139;43.2780949797;42.4515482618;30.1479504931;5.92397325729
703;6.92302319057;5.5436848417;7.79873151887;4.54863231399;4.85118792111;18.7394694762;21.9366444449;17.1515592211;74.3953005294;74.187304791;84.6725222593;64.6708822502;75.2502910311;79.1100111506;59.760659392;52.4950086195;40.4369880769;35.4180236477;21.9591922049;24.3498715319;25.2426593702;24.2803530517;32.429654629;26.1230477994;17.1713890365;19.0715202911;65.5158455909;48.4486697332;43.3802224376;42.3955231937;30.1961664998;5.92681405126
704;6.89457766851;5.50919377184;7.76320463339;4.58682045915;4.8120414829;18.6185677811;21.8394069115;17.1746999243;74.4011224688;74.1862853097;84.76878052;64.5216164508;75.4047016579;79.3714192004;59.3674599318;52.5331536538;40.4304255363;35.3262995552;21.9831285872;24.3275157777;25.1051646044;24.3025398873;32.7671645723;26.21049854;17.5472397083;19.0331595911;65.4997397606;48.7879928676;43.5260771955;42.2680845112;30.2337329129;5.95040360747
705;6.90508323382;5.4849137305;7.71301152156;4.62242778853;4.76664457013;18.5226518307;21.7565657092;17.200107609;74.4197592067;74.1092562435;84.8403923783;64.3494832284;75.6271776045;79.5284622744;58.9388148565;52.6010071034;40.4663191568;35.2808296131;22.0535987821;24.3213287803;24.9535648935;24.2338131842;33.0506794016;26.2148690256;17.9513396774;19.1169493573;65.4016754934;49.1041617691;43.6456951006;42.0689219827;30.2434071953;5.9831696494
706;6.94511743927;5.49028894282;7.65348981572;4.6585330736;4.72539381931;18.4622786071;21.6946521541;17.2250372683;74.47686513;73.9560689276;84.876460524;64.1562814666;75.8717259309;79.5432724482;58.5279566747;52.6452714162;40.5262257181;35.2819176024;22.1545281236;24.3570889553;24.827399875;24.0805412761;33.1930190292;26.1198908697;18.3219059279;19.2519752745;65.2399655388;49.3332515927;43.7204958282;41.8317099991;30.2122525049;6.02297823184
707;6.99602681694;5.52214090818;7.58670828626;4.70797841746;4.68999994759;18.4428136522;21.6620699734;17.233642738;74.5749281622;73.729235866;84.8703443544;63.9492995809;76.0813811597;79.4073846596;58.1632005012;52.6139747309;40.5826170003;35.3186156543;22.2746967193;24.4238609837;24.7411480095;23.8761789697;33.1918844523;25.9611241993;18.6188779811;19.4437832435;65.0677081335;49.426762131;43.7462148595;41.5765527952;30.1471957827;6.06900965273
708;7.04639811411;5.56826235348;7.51163345582;4.76154094957;4.65611920975;18.4618008917;21.664828261;17.2093418647;74.693497186;73.429728682;84.8118862703;63.7379329696;76.2176663073;79.1723285722;57.8747863045;52.4798653268;40.6101071152;35.3684819805;22.388736092;24.5001865611;24.6801572904;23.654128376;33.0486339653;25.7991444615;18.7859531688;19.6894946223;64.8871716523;49.3675508761;43.7365629259;41.3341357094;30.0564585397;6.12178242019
709;7.07861019701;5.6130644479;7.43414790524;4.80525234445;4.61816128703;18.5010503571;21.6795342868;17.1386017917;74.8056678917;73.0733287489;84.6865259675;63.5281836233;76.2457453372;78.9123010018;57.6649378511;52.2542998071;40.6123355565;35.4154144954;22.4971905017;24.5702838316;24.6568938266;23.4623930863;32.7946694097;25.6619130074;18.7968936694;19.9290407157;64.7380335273;49.1799009078;43.7179052684;41.1165475985;29.9493843248;6.17883498585
710;7.08415175738;5.64201062663;7.36568250692;4.83671155984;4.59764960307;18.5378380815;21.6867737377;17.0218428583;74.88377543;72.6958963926;84.4920617733;63.3366748699;76.1486568227;78.6910894929;57.5164575451;51.9925667071;40.5936846327;35.4419763524;22.6123105814;24.6207552663;24.6762034952;23.3257833257;32.5056631645;25.5670491534;18.6940677401;20.1324763329;64.6400573648;48.9257884987;43.730156639;40.9558064081;29.838616163;6.23011765909
711;7.05571274865;5.64147379317;7.31327322985;4.84120192264;4.59135866908;18.5643110007;21.6861009766;16.8649985933;74.9056552938;72.3295791915;84.2491461742;63.1765750747;75.9243999364;78.5359361639;57.4022826714;51.748156411;40.5542688859;35.4373787287;22.7281310077;24.6303822748;24.7267331359;23.2587821386;32.220159054;25.5146744658;18.481437836;20.2901396688;64.6296209917;48.6823899089;43.7682677858;40.8899067371;29.7256067914;6.27632797034
712;6.9975522794;5.61870543498;7.28128915201;4.81209086004;4.60370562213;18.5787741163;21.6599438725;16.6927152435;74.8657476169;72.0182035966;83.991796187;63.0466954839;75.5947408403;78.4494609517;57.288774268;51.5573958738;40.514547409;35.3997206402;22.82114958;24.5946422532;24.7893628172;23.2423434789;31.9792327163;25.5353312107;18.2036390377;20.3821755328;64.7082796725;48.499486481;43.8380418371;40.9551198505;29.6135241677;6.30218571511
713;6.93556310905;5.57665439935;7.28333040033;4.75475960332;4.64385920217;18.5792850511;21.6059736476;16.5347390875;74.7827794005;71.7961435594;83.7712286325;62.9442838621;75.1881922544;78.4189205124;57.1758206449;51.4400513275;40.4946178763;35.340058032;22.8785799801;24.5363606369;24.8607099169;23.2589630698;31.7958825618;25.5992068255;17.9077287957;20.4032776003;64.8746329918;48.444554708;43.947333479;41.1354647838;29.4990387376;6.31015647841
714;6.86941344155;5.51796190518;7.32005731765;4.6782765918;4.71233720649;18.5704861339;21.5264258614;16.4034092536;74.6984611972;71.6815940675;83.6462455189;62.8835491336;74.7584009613;78.4250559047;57.0802052998;51.3967965213;40.4972428501;35.2613830627;22.8762639402;24.4815612173;24.9290915502;23.2880523049;31.6559935396;25.6479858389;17.655570487;20.3661426518;65.111128863;48.5263614466;44.0707115478;41.4117486645;29.3854040402;6.29341410853
715;6.80788089653;5.45020202455;7.37496742169;4.60311788723;4.80156070536;18.5581982585;21.4357445752;16.3144757652;74.6469118127;71.6799968988;83.6327113927;62.875568172;74.3397525754;78.4584082064;57.0096001523;51.3994121511;40.4968469105;35.1757796486;22.7955549057;24.4655406139;24.9825819885;23.3004445537;31.5528941225;25.6807940156;17.5032083699;20.3246378408;65.3974921737;48.7166214495;44.1721178597;41.7333419311;29.2688387754;6.25508996273
716;6.75308517806;5.37174985562;7.44230375092;4.53349114598;4.89182164875;18.5570328577;21.3458463156;16.2711917347;74.6634286502;71.776368938;83.7245031497;62.9242192409;73.95281112;78.5194690155;56.961286095;51.3937954898;40.458850924;35.0913109107;22.6451002914;24.4781370079;24.9972727858;23.2475803536;31.4758708528;25.7052577526;17.4258515418;20.3048163186;65.6949771094;48.9799195554;44.2271202697;42.0322484971;29.1696443585;6.19129470468
717;6.70697007643;5.28922933053;7.51488003309;4.4894503932;4.97664171448;18.575345369;21.2691168137;16.2630362648;74.7764264912;71.9227406815;83.8980119798;63.0527076939;73.6168160789;78.6101971941;56.9267438014;51.346609657;40.3816782656;35.0054405853;22.4509001732;24.5367084398;24.9598421433;23.1207991556;31.3793014185;25.7103979159;17.421564825;20.3060514904;65.9597791407;49.2787408179;44.2017333381;42.2467769721;29.0893991284;6.12771547298
718;6.66775365717;5.20573503212;7.58068761797;4.47450160617;5.03268235254;18.6093698083;21.2143535189;16.2758550633;75.0012479189;72.0829317553;84.1174293499;63.2697422137;73.3477235184;78.7449965927;56.9083736863;51.2540345813;40.2707913428;34.9252742444;22.2413916413;24.6174864411;24.8686418593;22.9119718253;31.2423123226;25.7177813153;17.4819224532;20.3063958429;66.1809667038;49.5785591409;44.1032849735;42.3343571853;29.0518449166;6.06184026266
719;6.61963459872;5.10707003853;7.62451787169;4.46881597901;5.04989931708;18.6472700344;21.1803999936;16.2901546029;75.3249569648;72.2260506486;84.3340009409;63.5577391293;73.1629522941;78.9098079109;56.9153866261;51.1240977908;40.1328733505;34.8654105703;22.0509772279;24.6888884816;24.7165986698;22.6279131902;31.0664939631;25.716818751;17.5621705061;20.2786318568;66.3526354172;49.832581371;43.9251271312;42.2825846953;29.0483260818;5.98763027002
720;6.56918031309;5.00978324896;7.65542755956;4.47281098127;5.02974107062;18.671987507;21.1756039592;16.3034067624;75.7060266054;72.3360759143;84.5065692004;63.8827367523;73.0746143057;79.0601416157;56.9438688031;50.9758158548;39.9896884353;34.8343956515;21.9153076633;24.7319454455;24.526275967;22.2982522397;30.8570852429;25.683355961;17.5934405145;20.2083712528;66.4625308633;50.0202123915;43.6831962351;42.1179669316;29.0767114577;5.92441360496
721;6.52276434908;4.93428803825;7.68254748342;4.4796148668;4.97754325342;18.6759704817;21.202306407;16.3178128433;76.0927964309;72.4173778586;84.6227664247;64.1996955486;73.0724017619;79.1442366266;56.9684802894;50.8363277713;39.8509700274;34.8327400415;21.8390946807;24.7182630298;24.3388727466;21.9591635573;30.6618242594;25.6076291117;17.5953959574;20.0942958657;66.557970024;50.1598601675;43.3950985085;41.9022709049;29.1197466263;5.87970238948
722;6.4802761141;4.89805731529;7.70081037197;4.48220687968;4.91035940752;18.6446478071;21.2530028338;16.3321297208;76.4241751358;72.4801841201;84.6736147859;64.4603295389;73.1348963195;79.1174123259;56.9654390522;50.7071916498;39.7170169973;34.8639380863;21.8266302323;24.6486182002;24.1905701479;21.6699361543;30.5163613599;25.4503171539;17.5770861262;19.9434065916;66.6347818394;50.2637654784;43.1087375393;41.6698725547;29.1717931327;5.85318860766
723;6.45385110781;4.91012726106;7.71791307809;4.49965342078;4.8381914674;18.5839242415;21.3298351707;16.3533262803;76.6259789586;72.5466627665;84.6480967723;64.6119567555;73.2420901064;78.9607579498;56.9104697442;50.5813835051;39.5884993839;34.9290384745;21.8627737459;24.5445148782;24.1196273447;21.4796875321;30.4537717402;25.2155727765;17.5606771031;19.7703258586;66.7016753585;50.3621456104;42.8594262353;41.4634975333;29.224040211;5.84917280275
724;6.45248223384;4.97666879373;7.74451560816;4.53371346278;4.7739864018;18.509132797;21.4333834689;16.3934121684;76.6493290099;72.6623929169;84.5528649913;64.6380434132;73.3631481629;78.6893297677;56.7737591444;50.4391988014;39.4487140248;35.0220125963;21.9244786721;24.4156749745;24.140500817;21.3991046641;30.48617122;24.9435647276;17.5733168294;19.6163823262;66.7935199244;50.4643442847;42.6413757306;41.2839865025;29.2736686159;5.87576938557
725;6.47806939336;5.09724224333;7.77381213144;4.57944731246;4.72259913032;18.4470087624;21.5518141792;16.443835351;76.4819604508;72.8760434907;84.4145900981;64.5620460979;73.4635998186;78.3611439683;56.5566414063;50.2475783192;39.2757529619;35.1296879787;21.9929698699;24.285256925;24.2460693722;21.4278221227;30.6132403333;24.6895458871;17.6425122508;19.5323175784;66.9360848832;50.5929222456;42.4697970417;41.1456785969;29.3244042825;5.93134145367
726;6.51960414155;5.25912977831;7.80901178625;4.63757649003;4.68952594204;18.4134249297;21.6688670226;16.4983762309;76.1369799258;73.1928302059;84.2606932977;64.4143260774;73.515425112;78.053739276;56.2940286643;49.9993640754;39.0823894599;35.2332090682;22.0508351869;24.1776580456;24.4150965996;21.5531978471;30.8160400487;24.513886287;17.7699416932;19.5151622438;67.1763181662;50.7678084546;42.3521584113;41.0551230772;29.380011037;6.01235838959
727;6.56964827235;5.43459708184;7.84806871527;4.69440819976;4.66516558732;18.4143264977;21.7753575722;16.5521725876;75.6541313555;73.5739479239;84.1052598117;64.2354137719;73.5148036786;77.8374866377;56.0243060736;49.6996093086;38.890525232;35.3188658117;22.0752083417;24.0900576059;24.600179342;21.730142323;31.0701022425;24.4825646147;17.9187194504;19.5535637881;67.5226026908;50.9776822971;42.2946765458;40.991108191;29.4368403424;6.11286325634
